indice,Nombre,Altura,Peso,Base_Experience,Altura_m,Peso_kg,BMI
1025,pecharunt,3,3,300.0,0.3,0.3,3.33
1026,deoxys-attack,17,608,270.0,1.7,60.8,21.04
1027,deoxys-defense,17,608,270.0,1.7,60.8,21.04
1028,deoxys-speed,17,608,270.0,1.7,60.8,21.04
1029,wormadam-sandy,5,65,148.0,0.5,6.5,26.0
1030,wormadam-trash,5,65,148.0,0.5,6.5,26.0
1031,shaymin-sky,4,52,270.0,0.4,5.2,32.5
1032,giratina-origin,69,6500,340.0,6.9,650.0,13.65
1033,rotom-heat,3,3,182.0,0.3,0.3,3.33
1034,rotom-wash,3,3,182.0,0.3,0.3,3.33
1035,rotom-frost,3,3,182.0,0.3,0.3,3.33
1036,rotom-fan,3,3,182.0,0.3,0.3,3.33
1037,rotom-mow,3,3,182.0,0.3,0.3,3.33
1038,castform-sunny,3,8,147.0,0.3,0.8,8.89
1039,castform-rainy,3,8,147.0,0.3,0.8,8.89
1040,castform-snowy,3,8,147.0,0.3,0.8,8.89
1041,basculin-blue-striped,10,180,161.0,1.0,18.0,18.0
1042,darmanitan-zen,13,929,189.0,1.3,92.9,54.97
1043,meloetta-pirouette,6,65,270.0,0.6,6.5,18.06
1044,tornadus-therian,14,630,290.0,1.4,63.0,32.14
1045,thundurus-therian,30,610,290.0,3.0,61.0,6.78
1046,landorus-therian,13,680,300.0,1.3,68.0,40.24
1047,kyurem-black,33,3250,350.0,3.3,325.0,29.84
1048,kyurem-white,36,3250,350.0,3.6,325.0,25.08
1049,keldeo-resolute,14,485,290.0,1.4,48.5,24.74
1050,meowstic-female,6,85,163.0,0.6,8.5,23.61
1051,aegislash-blade,17,530,250.0,1.7,53.0,18.34
1052,pumpkaboo-small,3,35,67.0,0.3,3.5,38.89
1053,pumpkaboo-large,5,75,67.0,0.5,7.5,30.0
1054,pumpkaboo-super,8,150,67.0,0.8,15.0,23.44
1055,gourgeist-small,7,95,173.0,0.7,9.5,19.39
1056,gourgeist-large,11,140,173.0,1.1,14.0,11.57
1057,gourgeist-super,17,390,173.0,1.7,39.0,13.49
1058,venusaur-mega,24,1555,281.0,2.4,155.5,27.0
1059,charizard-mega-x,17,1105,285.0,1.7,110.5,38.24
1060,charizard-mega-y,17,1005,285.0,1.7,100.5,34.78
1061,blastoise-mega,16,1011,284.0,1.6,101.1,39.49
1062,alakazam-mega,12,480,270.0,1.2,48.0,33.33
1063,gengar-mega,14,405,270.0,1.4,40.5,20.66
1064,kangaskhan-mega,22,1000,207.0,2.2,100.0,20.66
1065,pinsir-mega,17,590,210.0,1.7,59.0,20.42
1066,gyarados-mega,65,3050,224.0,6.5,305.0,7.22
1067,aerodactyl-mega,21,790,215.0,2.1,79.0,17.91
1068,mewtwo-mega-x,23,1270,351.0,2.3,127.0,24.01
1069,mewtwo-mega-y,15,330,351.0,1.5,33.0,14.67
1070,ampharos-mega,14,615,275.0,1.4,61.5,31.38
1071,scizor-mega,20,1250,210.0,2.0,125.0,31.25
1072,heracross-mega,17,625,210.0,1.7,62.5,21.63
1073,houndoom-mega,19,495,210.0,1.9,49.5,13.71
1074,tyranitar-mega,25,2550,315.0,2.5,255.0,40.8
1075,blaziken-mega,19,520,284.0,1.9,52.0,14.4
1076,gardevoir-mega,16,484,278.0,1.6,48.4,18.91
1077,mawile-mega,10,235,168.0,1.0,23.5,23.5
1078,aggron-mega,22,3950,284.0,2.2,395.0,81.61
1079,medicham-mega,13,315,179.0,1.3,31.5,18.64
1080,manectric-mega,18,440,201.0,1.8,44.0,13.58
1081,banette-mega,12,130,194.0,1.2,13.0,9.03
1082,absol-mega,12,490,198.0,1.2,49.0,34.03
1083,garchomp-mega,19,950,315.0,1.9,95.0,26.32
1084,lucario-mega,13,575,219.0,1.3,57.5,34.02
1085,abomasnow-mega,27,1850,208.0,2.7,185.0,25.38
1086,floette-eternal,2,9,243.0,0.2,0.9,22.5
1087,latias-mega,18,520,315.0,1.8,52.0,16.05
1088,latios-mega,23,700,315.0,2.3,70.0,13.23
1089,swampert-mega,19,1020,286.0,1.9,102.0,28.25
1090,sceptile-mega,19,552,284.0,1.9,55.2,15.29
1091,sableye-mega,5,1610,168.0,0.5,161.0,644.0
1092,altaria-mega,15,206,207.0,1.5,20.6,9.16
1093,gallade-mega,16,564,278.0,1.6,56.4,22.03
1094,audino-mega,15,320,425.0,1.5,32.0,14.22
1095,sharpedo-mega,25,1303,196.0,2.5,130.3,20.85
1096,slowbro-mega,20,1200,207.0,2.0,120.0,30.0
1097,steelix-mega,105,7400,214.0,10.5,740.0,6.71
1098,pidgeot-mega,22,505,261.0,2.2,50.5,10.43
1099,glalie-mega,21,3502,203.0,2.1,350.2,79.41
1100,diancie-mega,11,278,315.0,1.1,27.8,22.98
1101,metagross-mega,25,9429,315.0,2.5,942.9,150.86
1102,kyogre-primal,98,4300,347.0,9.8,430.0,4.48
1103,groudon-primal,50,9997,347.0,5.0,999.7,39.99
1104,rayquaza-mega,108,3920,351.0,10.8,392.0,3.36
1105,pikachu-rock-star,4,60,112.0,0.4,6.0,37.5
1106,pikachu-belle,4,60,112.0,0.4,6.0,37.5
1107,pikachu-pop-star,4,60,112.0,0.4,6.0,37.5
1108,pikachu-phd,4,60,112.0,0.4,6.0,37.5
1109,pikachu-libre,4,60,112.0,0.4,6.0,37.5
1110,pikachu-cosplay,4,60,112.0,0.4,6.0,37.5
1111,hoopa-unbound,65,4900,306.0,6.5,490.0,11.6
1112,camerupt-mega,25,3205,196.0,2.5,320.5,51.28
1113,lopunny-mega,13,283,203.0,1.3,28.3,16.75
1114,salamence-mega,18,1126,315.0,1.8,112.6,34.75
1115,beedrill-mega,14,405,223.0,1.4,40.5,20.66
1116,rattata-alola,3,38,51.0,0.3,3.8,42.22
1117,raticate-alola,7,255,145.0,0.7,25.5,52.04
1118,raticate-totem-alola,14,1050,145.0,1.4,105.0,53.57
1119,pikachu-original-cap,4,60,112.0,0.4,6.0,37.5
1120,pikachu-hoenn-cap,4,60,112.0,0.4,6.0,37.5
1121,pikachu-sinnoh-cap,4,60,112.0,0.4,6.0,37.5
1122,pikachu-unova-cap,4,60,112.0,0.4,6.0,37.5
1123,pikachu-kalos-cap,4,60,112.0,0.4,6.0,37.5
1124,pikachu-alola-cap,4,60,112.0,0.4,6.0,37.5
1125,raichu-alola,7,210,243.0,0.7,21.0,42.86
1126,sandshrew-alola,7,400,60.0,0.7,40.0,81.63
1127,sandslash-alola,12,550,158.0,1.2,55.0,38.19
1128,vulpix-alola,6,99,60.0,0.6,9.9,27.5
1129,ninetales-alola,11,199,177.0,1.1,19.9,16.45
1130,diglett-alola,2,10,53.0,0.2,1.0,25.0
1131,dugtrio-alola,7,666,149.0,0.7,66.6,135.92
1132,meowth-alola,4,42,58.0,0.4,4.2,26.25
1133,persian-alola,11,330,154.0,1.1,33.0,27.27
1134,geodude-alola,4,203,60.0,0.4,20.3,126.87
1135,graveler-alola,10,1100,137.0,1.0,110.0,110.0
1136,golem-alola,17,3160,223.0,1.7,316.0,109.34
1137,grimer-alola,7,420,65.0,0.7,42.0,85.71
1138,muk-alola,10,520,175.0,1.0,52.0,52.0
1139,exeggutor-alola,109,4156,186.0,10.9,415.6,3.5
1140,marowak-alola,10,340,149.0,1.0,34.0,34.0
1141,greninja-battle-bond,15,400,239.0,1.5,40.0,17.78
1142,greninja-ash,15,400,288.0,1.5,40.0,17.78
1143,zygarde-10-power-construct,12,335,243.0,1.2,33.5,23.26
1144,zygarde-50-power-construct,50,3050,300.0,5.0,305.0,12.2
1145,zygarde-complete,45,6100,354.0,4.5,610.0,30.12
1146,gumshoos-totem,14,600,146.0,1.4,60.0,30.61
1147,vikavolt-totem,26,1475,225.0,2.6,147.5,21.82
1148,oricorio-pom-pom,6,34,167.0,0.6,3.4,9.44
1149,oricorio-pau,6,34,167.0,0.6,3.4,9.44
1150,oricorio-sensu,6,34,167.0,0.6,3.4,9.44
1151,lycanroc-midnight,11,250,170.0,1.1,25.0,20.66
1152,wishiwashi-school,82,786,217.0,8.2,78.6,1.17
1153,lurantis-totem,15,580,168.0,1.5,58.0,25.78
1154,salazzle-totem,21,810,168.0,2.1,81.0,18.37
1155,minior-orange-meteor,3,400,154.0,0.3,40.0,444.44
1156,minior-yellow-meteor,3,400,154.0,0.3,40.0,444.44
1157,minior-green-meteor,3,400,154.0,0.3,40.0,444.44
1158,minior-blue-meteor,3,400,154.0,0.3,40.0,444.44
1159,minior-indigo-meteor,3,400,154.0,0.3,40.0,444.44
1160,minior-violet-meteor,3,400,154.0,0.3,40.0,444.44
1161,minior-red,3,3,175.0,0.3,0.3,3.33
1162,minior-orange,3,3,175.0,0.3,0.3,3.33
1163,minior-yellow,3,3,175.0,0.3,0.3,3.33
1164,minior-green,3,3,175.0,0.3,0.3,3.33
1165,minior-blue,3,3,175.0,0.3,0.3,3.33
1166,minior-indigo,3,3,175.0,0.3,0.3,3.33
1167,minior-violet,3,3,175.0,0.3,0.3,3.33
1168,mimikyu-busted,2,7,167.0,0.2,0.7,17.5
1169,mimikyu-totem-disguised,4,28,167.0,0.4,2.8,17.5
1170,mimikyu-totem-busted,4,28,167.0,0.4,2.8,17.5
1171,kommo-o-totem,24,2075,270.0,2.4,207.5,36.02
1172,magearna-original,10,805,300.0,1.0,80.5,80.5
1173,pikachu-partner-cap,4,60,112.0,0.4,6.0,37.5
1174,marowak-totem,17,980,149.0,1.7,98.0,33.91
1175,ribombee-totem,4,20,162.0,0.4,2.0,12.5
1176,rockruff-own-tempo,5,92,56.0,0.5,9.2,36.8
1177,lycanroc-dusk,8,250,170.0,0.8,25.0,39.06
1178,araquanid-totem,31,2175,159.0,3.1,217.5,22.63
1179,togedemaru-totem,6,130,152.0,0.6,13.0,36.11
1180,necrozma-dusk,38,4600,340.0,3.8,460.0,31.86
1181,necrozma-dawn,42,3500,340.0,4.2,350.0,19.84
1182,necrozma-ultra,75,2300,339.0,7.5,230.0,4.09
1183,pikachu-starter,4,60,86.0,0.4,6.0,37.5
1184,eevee-starter,3,65,87.0,0.3,6.5,72.22
1185,pikachu-world-cap,4,60,112.0,0.4,6.0,37.5
1186,meowth-galar,4,75,58.0,0.4,7.5,46.87
1187,ponyta-galar,8,240,82.0,0.8,24.0,37.5
1188,rapidash-galar,17,800,175.0,1.7,80.0,27.68
1189,slowpoke-galar,12,360,63.0,1.2,36.0,25.0
1190,slowbro-galar,16,705,172.0,1.6,70.5,27.54
1191,farfetchd-galar,8,420,132.0,0.8,42.0,65.62
1192,weezing-galar,30,160,172.0,3.0,16.0,1.78
1193,mr-mime-galar,14,568,161.0,1.4,56.8,28.98
1194,articuno-galar,17,509,290.0,1.7,50.9,17.61
1195,zapdos-galar,16,582,290.0,1.6,58.2,22.73
1196,moltres-galar,20,660,290.0,2.0,66.0,16.5
1197,slowking-galar,18,795,172.0,1.8,79.5,24.54
1198,corsola-galar,6,5,144.0,0.6,0.5,1.39
1199,zigzagoon-galar,4,175,56.0,0.4,17.5,109.37
1200,linoone-galar,5,325,147.0,0.5,32.5,130.0
1201,darumaka-galar,7,400,63.0,0.7,40.0,81.63
1202,darmanitan-galar-standard,17,1200,168.0,1.7,120.0,41.52
1203,darmanitan-galar-zen,17,1200,189.0,1.7,120.0,41.52
1204,yamask-galar,5,15,61.0,0.5,1.5,6.0
1205,stunfisk-galar,7,205,165.0,0.7,20.5,41.84
1206,zygarde-10,12,335,243.0,1.2,33.5,23.26
1207,cramorant-gulping,8,180,166.0,0.8,18.0,28.12
1208,cramorant-gorging,8,180,166.0,0.8,18.0,28.12
1209,toxtricity-low-key,16,400,176.0,1.6,40.0,15.62
1210,eiscue-noice,14,890,165.0,1.4,89.0,45.41
1211,indeedee-female,9,280,166.0,0.9,28.0,34.57
1212,morpeko-hangry,3,30,153.0,0.3,3.0,33.33
1213,zacian-crowned,28,3550,360.0,2.8,355.0,45.28
1214,zamazenta-crowned,29,7850,360.0,2.9,785.0,93.34
1215,eternatus-eternamax,1000,0,563.0,100.0,0.0,0.0
1216,urshifu-rapid-strike,19,1050,275.0,1.9,105.0,29.09
1217,zarude-dada,18,700,300.0,1.8,70.0,21.6
1218,calyrex-ice,24,8091,340.0,2.4,809.1,140.47
1219,calyrex-shadow,24,536,340.0,2.4,53.6,9.31
1220,venusaur-gmax,240,10000,236.0,24.0,1000.0,1.74
1221,charizard-gmax,280,10000,240.0,28.0,1000.0,1.28
1222,blastoise-gmax,250,10000,239.0,25.0,1000.0,1.6
1223,butterfree-gmax,170,10000,178.0,17.0,1000.0,3.46
1224,pikachu-gmax,210,10000,112.0,21.0,1000.0,2.27
1225,meowth-gmax,330,10000,58.0,33.0,1000.0,0.92
1226,machamp-gmax,250,10000,227.0,25.0,1000.0,1.6
1227,gengar-gmax,200,10000,225.0,20.0,1000.0,2.5
1228,kingler-gmax,190,10000,166.0,19.0,1000.0,2.77
1229,lapras-gmax,240,10000,187.0,24.0,1000.0,1.74
1230,eevee-gmax,180,10000,65.0,18.0,1000.0,3.09
1231,snorlax-gmax,350,10000,189.0,35.0,1000.0,0.82
1232,garbodor-gmax,210,10000,166.0,21.0,1000.0,2.27
1233,melmetal-gmax,250,10000,270.0,25.0,1000.0,1.6
1234,rillaboom-gmax,280,10000,265.0,28.0,1000.0,1.28
1235,cinderace-gmax,270,10000,265.0,27.0,1000.0,1.37
1236,inteleon-gmax,400,10000,265.0,40.0,1000.0,0.62
1237,corviknight-gmax,140,10000,248.0,14.0,1000.0,5.1
1238,orbeetle-gmax,140,10000,253.0,14.0,1000.0,5.1
1239,drednaw-gmax,240,10000,170.0,24.0,1000.0,1.74
1240,coalossal-gmax,420,10000,255.0,42.0,1000.0,0.57
1241,flapple-gmax,240,10000,170.0,24.0,1000.0,1.74
1242,appletun-gmax,240,10000,170.0,24.0,1000.0,1.74
1243,sandaconda-gmax,220,10000,179.0,22.0,1000.0,2.07
1244,toxtricity-amped-gmax,240,10000,176.0,24.0,1000.0,1.74
1245,centiskorch-gmax,750,10000,184.0,75.0,1000.0,0.18
1246,hatterene-gmax,260,10000,255.0,26.0,1000.0,1.48
1247,grimmsnarl-gmax,320,10000,255.0,32.0,1000.0,0.98
1248,alcremie-gmax,300,10000,173.0,30.0,1000.0,1.11
1249,copperajah-gmax,230,10000,175.0,23.0,1000.0,1.89
1250,duraludon-gmax,430,10000,187.0,43.0,1000.0,0.54
1251,urshifu-single-strike-gmax,290,10000,275.0,29.0,1000.0,1.19
1252,urshifu-rapid-strike-gmax,260,10000,275.0,26.0,1000.0,1.48
1253,toxtricity-low-key-gmax,240,10000,176.0,24.0,1000.0,1.74
1254,growlithe-hisui,8,227,70.0,0.8,22.7,35.47
1255,arcanine-hisui,20,1680,194.0,2.0,168.0,42.0
1256,voltorb-hisui,5,130,66.0,0.5,13.0,52.0
1257,electrode-hisui,12,710,172.0,1.2,71.0,49.31
1258,typhlosion-hisui,16,698,240.0,1.6,69.8,27.27
1259,qwilfish-hisui,5,39,88.0,0.5,3.9,15.6
1260,sneasel-hisui,9,270,86.0,0.9,27.0,33.33
1261,samurott-hisui,15,582,238.0,1.5,58.2,25.87
1262,lilligant-hisui,12,192,168.0,1.2,19.2,13.33
1263,zorua-hisui,7,125,66.0,0.7,12.5,25.51
1264,zoroark-hisui,16,730,179.0,1.6,73.0,28.52
1265,braviary-hisui,17,434,179.0,1.7,43.4,15.02
1266,sliggoo-hisui,7,685,158.0,0.7,68.5,139.8
1267,goodra-hisui,17,3341,270.0,1.7,334.1,115.61
1268,avalugg-hisui,14,2624,180.0,1.4,262.4,133.88
1269,decidueye-hisui,16,370,239.0,1.6,37.0,14.45
1270,dialga-origin,70,8487,306.0,7.0,848.7,17.32
1271,palkia-origin,63,6590,306.0,6.3,659.0,16.6
1272,basculin-white-striped,10,180,161.0,1.0,18.0,18.0
1273,basculegion-female,30,1100,265.0,3.0,110.0,12.22
1274,enamorus-therian,16,480,116.0,1.6,48.0,18.75
1275,tauros-paldea-combat-breed,14,1150,172.0,1.4,115.0,58.67
1276,tauros-paldea-blaze-breed,14,850,172.0,1.4,85.0,43.37
1277,tauros-paldea-aqua-breed,14,1100,172.0,1.4,110.0,56.12
1278,wooper-paldea,4,110,42.0,0.4,11.0,68.75
1279,oinkologne-female,10,1200,171.0,1.0,120.0,120.0
1280,dudunsparce-three-segment,45,474,182.0,4.5,47.4,2.34
1281,palafin-hero,18,974,160.0,1.8,97.4,30.06
1282,maushold-family-of-three,3,28,165.0,0.3,2.8,31.11
1283,tatsugiri-droopy,3,80,166.0,0.3,8.0,88.89
1284,tatsugiri-stretchy,3,80,166.0,0.3,8.0,88.89
1285,squawkabilly-blue-plumage,6,24,146.0,0.6,2.4,6.67
1286,squawkabilly-yellow-plumage,6,24,146.0,0.6,2.4,6.67
1287,squawkabilly-white-plumage,6,24,146.0,0.6,2.4,6.67
1288,gimmighoul-roaming,1,10,60.0,0.1,1.0,100.0
1289,koraidon-limited-build,35,3030,335.0,3.5,303.0,24.73
1290,koraidon-sprinting-build,35,3030,335.0,3.5,303.0,24.73
1291,koraidon-swimming-build,35,3030,335.0,3.5,303.0,24.73
1292,koraidon-gliding-build,35,3030,335.0,3.5,303.0,24.73
1293,miraidon-low-power-mode,28,2400,335.0,2.8,240.0,30.61
1294,miraidon-drive-mode,28,2400,335.0,2.8,240.0,30.61
1295,miraidon-aquatic-mode,28,2400,335.0,2.8,240.0,30.61
1296,miraidon-glide-mode,28,2400,335.0,2.8,240.0,30.61
1297,ursaluna-bloodmoon,24,2900,275.0,2.4,290.0,50.35
1298,ogerpon-wellspring-mask,12,398,275.0,1.2,39.8,27.64
1299,ogerpon-hearthflame-mask,12,398,275.0,1.2,39.8,27.64
1300,ogerpon-cornerstone-mask,12,398,275.0,1.2,39.8,27.64
1301,terapagos-terastal,3,160,90.0,0.3,16.0,177.78
1302,terapagos-stellar,17,770,90.0,1.7,77.0,26.64
1303,clefable-mega,17,423,,1.7,42.3,14.64
1304,victreebel-mega,45,1255,,4.5,125.5,6.2
1305,starmie-mega,23,800,,2.3,80.0,15.12
1306,dragonite-mega,55,2900,,5.5,290.0,9.59
1307,meganium-mega,24,2010,,2.4,201.0,34.9
1308,feraligatr-mega,23,1088,,2.3,108.8,20.57
1309,skarmory-mega,17,404,,1.7,40.4,13.98
1310,froslass-mega,26,296,,2.6,29.6,4.38
1311,emboar-mega,18,1803,,1.8,180.3,55.65
1312,excadrill-mega,9,600,,0.9,60.0,74.07
1313,scolipede-mega,32,2305,,3.2,230.5,22.51
1314,scrafty-mega,11,310,,1.1,31.0,25.62
1315,eelektross-mega,30,1800,,3.0,180.0,20.0
1316,chandelure-mega,25,696,,2.5,69.6,11.14
1317,chesnaught-mega,16,900,,1.6,90.0,35.16
1318,delphox-mega,15,390,,1.5,39.0,17.33
1319,greninja-mega,15,400,,1.5,40.0,17.78
1320,pyroar-mega,15,933,,1.5,93.3,41.47
1321,floette-mega,2,1008,,0.2,100.8,2520.0
1322,malamar-mega,29,698,,2.9,69.8,8.3
1323,barbaracle-mega,22,1000,,2.2,100.0,20.66
1324,dragalge-mega,21,1003,,2.1,100.3,22.74
1325,hawlucha-mega,10,250,,1.0,25.0,25.0
1326,zygarde-mega,77,6100,,7.7,610.0,10.29
1327,drampa-mega,30,2405,,3.0,240.5,26.72
1328,falinks-mega,16,990,,1.6,99.0,38.67
1329,raichu-mega-x,12,380,,1.2,38.0,26.39
1330,raichu-mega-y,10,260,,1.0,26.0,26.0
1331,chimecho-mega,12,80,,1.2,8.0,5.56
1332,absol-mega-z,12,490,,1.2,49.0,34.03
1333,staraptor-mega,19,500,,1.9,50.0,13.85
1334,garchomp-mega-z,19,990,,1.9,99.0,27.42
1335,lucario-mega-z,13,494,,1.3,49.4,29.23
1336,heatran-mega,28,5700,,2.8,570.0,72.7
1337,darkrai-mega,30,2400,,3.0,240.0,26.67
1338,golurk-mega,40,3300,,4.0,330.0,20.62
1339,meowstic-mega,8,101,,0.8,10.1,15.78
1340,crabominable-mega,26,2528,,2.6,252.8,37.4
1341,golisopod-mega,23,1480,,2.3,148.0,27.98
1342,magearna-mega,13,2481,,1.3,248.1,146.8
1343,magearna-original-mega,13,2481,,1.3,248.1,146.8
1344,zeraora-mega,15,445,,1.5,44.5,19.78
1345,scovillain-mega,12,220,,1.2,22.0,15.28
1346,glimmora-mega,28,770,,2.8,77.0,9.82
1347,tatsugiri-curly-mega,6,240,,0.6,24.0,66.67
1348,tatsugiri-droopy-mega,6,240,,0.6,24.0,66.67
1349,tatsugiri-stretchy-mega,6,240,,0.6,24.0,66.67
1350,baxcalibur-mega,21,3150,,2.1,315.0,71.43
